full_name,Semi-Major Axis (AU),Eccentricity,Inclination (deg),Perihelion Dist. (AU),Aphelion Dist. (AU),Period (Years),Diamter (km),Rotational Period (h)
   952 Caia (1916 S61),2.9890982,0.2470856,10.03386,2.2505351,3.7276613,5.16795204,81.61,7.51
   953 Painleva (1921 JT),2.785879254,0.1898028322,8.666639029,2.257111482,3.314647027,4.649985902,28.33,10
   954 Li (1921 JU),3.129979324,0.1716261993,1.16905537,2.592792869,3.66716578,5.537584998,58.03,7.207
   955 Alstede (1921 JV),2.594870801,0.2893322052,10.6894493,1.84409111,3.345650491,4.180053217,17.33,5.19
   957 Camelia (1921 JX),2.918293732,0.0827957209,14.79602834,2.676671498,3.159915965,4.985419473,73.73,150
   958 Asplinda (1921 KC),3.9894289,0.186932,5.62821,3.243677,4.7351808,7.96845787,47.08,25.3
   959 Arne (1921 KF),3.182190999,0.2159599375,4.498465755,2.49496523,3.869416768,5.676721219,57.42,123.7
   961 Gunnie (1921 KM),2.693383627,0.09292988075,10.98619302,2.443087808,2.943679447,4.42033848,37.82,
   965 Angelica (1921 KT),3.150830429,0.2837136717,21.47201428,2.256896759,4.044764099,5.593011969,53.63,17.772
   966 Muschi (1921 KU),2.717880519,0.1310575578,14.40984707,2.361681736,3.074079302,4.480781261,23.43,5.355
   967 Helionape (1921 KV),2.225325119,0.1690325559,5.415177409,1.849172727,2.601477512,3.319696707,11.97,3.234
   968 Petunia (1921 KW),2.8646827,0.1374487,11.59393,2.4709358,3.2584296,4.848674014,27.77,61.28
   969 Leocadia (1921 KZ),2.4633111,0.2043959,2.29561,1.9598204,2.9668018,3.866224675,19.51,6.87
   971 Alsatia (1921 LF),2.640710011,0.1609336672,13.77637857,2.215730865,3.065689157,4.291303887,63.75,9.614
   972 Cohnia (1922 LK),3.0591109,0.2345144,8.3706,2.3417053,3.7765165,5.350582077,75.65,18.472
   973 Aralia (1922 LR),3.212676228,0.1115117161,15.80977718,2.854425189,3.570927268,5.758490331,51.6,7.29
   974 Lioba (1922 LS),2.5331848,0.109948,5.46007,2.2546662,2.8117034,4.03188839,18.39,38.7
   975 Perseverantia (1922 LT),2.833984252,0.03121856055,2.559980175,2.745511343,2.922457161,4.770944353,26.49,7.267
   976 Benjamina (1922 LU),3.198831806,0.1007117242,7.713039933,2.876671939,3.520991672,5.721307768,80.53,9.746
   977 Philippa (1922 LV),3.115244034,0.02874402565,15.20200774,3.02569938,3.204788688,5.498526364,65.67,15.405
   978 Aidamina (1922 LY),3.198584441,0.2347865778,21.64720384,2.447599747,3.949569136,5.720644141,78.73,10.099
   979 Ilsewa (1922 MC),3.1574931,0.1339995,10.10329,2.7343906,3.5805956,5.610761647,36.82,42.61
   980 Anacostia (1921 W19),2.7430421,0.2004461,15.90158,2.19321,3.2928742,4.543148427,86.19,20.117
   981 Martina (1917 S92),3.093133051,0.2042200304,2.066500628,2.461453325,3.724812776,5.440090249,28.87,11.267
   982 Franklina (1922 MD),3.066537448,0.2340724084,13.64698885,2.348745642,3.784329254,5.370078214,32.5,16
   983 Gunila (1922 ME),3.156574,0.0952024,14.87604,2.8560606,3.4570874,5.608311981,73.87,
   984 Gretia (1922 MH),2.803506868,0.1973602854,9.091299867,2.250205952,3.356807784,4.694189728,31.91,5.778
   986 Amelia (1922 MQ),3.134380078,0.2016481558,14.81374462,2.502338116,3.766422041,5.549267877,50.94,9.52
   987 Wallia (1922 MR),3.146122764,0.232791669,8.895576587,2.413731595,3.878513934,5.580481851,43.67,10.0813
   988 Appella (1922 MT),3.146594695,0.2349619953,1.574998138,2.407264528,3.885924863,5.58173754,25.91,120
   989 Schwassmannia (1922 MW),2.659844428,0.249982535,14.69955571,1.994929775,3.324759081,4.33803005,12.86,4.58
   990 Yerkes (1922 MZ),2.669930272,0.2148899327,8.778344603,2.096189136,3.243671409,4.362727441,18.46,24.56
   991 McDonalda (1922 NB),3.148023444,0.1550029941,2.070840241,2.660070384,3.635976503,5.585539651,31.41,
   992 Swasey (1922 ND),3.0316513,0.0855025,10.84432,2.7724375,3.2908651,5.278701038,27.33,13.308
   994 Otthild (1923 NL),2.5298038,0.1151599,15.39494,2.2384718,2.8211358,4.023819114,24.42,5.95
   995 Sternberga (1923 NP),2.6153689,0.166163,13.05475,2.1807914,3.0499464,4.229681199,31.62,14.612
   996 Hilaritas (1923 NM),3.0875027,0.1402401,0.6608,2.654511,3.5204944,5.425243196,29.53,10.05
   997 Priska (1923 NR),2.668225335,0.182644876,10.50621596,2.180887649,3.15556302,4.358549248,18.7,16.22
   998 Bodea (1923 NU),3.1247955,0.2107645,15.48938,2.4661995,3.7833915,5.523833807,38.16,8.574
   999 Zachia (1923 NW),2.6146558,0.2148857,9.75971,2.0528037,3.1765079,4.227951381,17.9,22.77
  1000 Piazzia (1923 NZ),3.172050826,0.256825111,20.56958502,2.357388521,3.986713132,5.649609214,47.78,9.47
  1001 Gaussia (1923 OA),3.209970081,0.1274692032,9.296731265,2.800797752,3.61914241,5.751216003,74.67,9.17
  1002 Olbersia (1923 OB),2.7907857,0.1516901,10.74751,2.3674511,3.2141203,4.662275639,32.13,10.244
  1004 Belopolskya (1923 OS),3.403470415,0.0868391922,2.977091194,3.107915794,3.699025037,6.279009961,71.6,9.44
  1005 Arago (1923 OT),3.167921311,0.1133332534,19.06567741,2.808890482,3.52695214,5.63858044,57.82,8.7819
  1006 Lagrangea (1923 OU),3.1511909,0.3519283,10.91875,2.0421976,4.2601842,5.593971812,29.56,32.79
  1008 La Paz (1923 PD),3.090640258,0.07949213941,8.938807874,2.844958652,3.336321864,5.433515224,38.64,8.998
  1010 Marlene (1923 PF),2.931695039,0.1006496951,3.911123371,2.636620827,3.226769251,5.019799725,43.47,31.06
  1012 Sarema (1924 PM),2.4795458,0.1353417,4.03383,2.1439599,2.8151317,3.904508796,21.12,10.32
  1013 Tombecka (1924 PQ),2.6845248,0.2080208,11.89887,2.1260878,3.2429618,4.398547997,31.93,6.053
  1015 Christa (1924 QF),3.207318047,0.08312166102,9.461793625,2.940720444,3.473915651,5.74409011,96.94,11.23
  1017 Jacqueline (1924 QL),2.605678303,0.07814035055,7.928885255,2.402069687,2.809286919,4.206194947,37.65,7.87
  1018 Arnolda (1924 QM),2.539489908,0.2464348413,7.648353904,1.913671116,3.1653087,4.046950936,16.42,14.617
  1019 Strackea (1924 QN),1.9117554,0.0710992,26.97324,1.7758311,2.0476797,2.643362332,8.37,3.832
  1021 Flammario (1924 RG),2.737427538,0.2844942458,15.86936622,1.958645155,3.516209921,4.529206794,99.39,12.16
  1022 Olympiada (1924 RT),2.805416238,0.1741806979,21.0535052,2.31676688,3.294065596,4.698986117,26.39,3.822
  1023 Thomana (1924 RU),3.167671796,0.103036166,10.07828984,2.841287039,3.494056553,5.637914286,58.27,17.56
  1024 Hale (A923 YO13),2.864467081,0.2258231377,16.09270379,2.217604137,3.511330025,4.848126639,41.36,
  1027 Aesculapia (A923 YO11),3.1497588,0.1316639,1.25472,2.7350493,3.5644683,5.590158834,32.2,6.83
  1028 Lydina (1923 PG),3.403335599,0.1076002948,9.397856604,3.037135686,3.769535513,6.278636885,71.38,11.68
  1029 La Plata (1924 RK),2.8908125,0.0264406,2.42755,2.8143777,2.9672473,4.915164966,20.78,15.31
  1030 Vitja (1924 RQ),3.1213887,0.1216737,14.78039,2.7415978,3.5011796,5.514802751,64.13,5.7014
  1031 Arctica (1924 RR),3.046853452,0.0562545092,17.63573453,2.875454206,3.218252697,5.318455762,75.47,51
  1032 Pafuri (1924 SA),3.129153391,0.1433237765,9.478350715,2.68067131,3.577635473,5.535393271,54.67,24
  1033 Simona (1924 SM),3.0017669,0.1146206,10.64449,2.6577026,3.3458312,5.200841713,24.76,10.07
  1034 Mozartia (1924 SS),2.291487725,0.2645308167,3.977433426,1.685318606,2.897656845,3.46884189,8.08,
  1035 Amata (1924 SW),3.1457963,0.1957218,18.03063,2.5300954,3.7614972,5.57961319,50.69,9.081
  1036 Ganymed (1924 TD),2.662219621,0.5340016645,26.696342,1.240589912,4.08384933,4.343842021,31.66,10.297
  1038 Tuckia (1924 TK),3.975599558,0.2207988371,9.18884779,3.097791799,4.853407317,7.927060134,58.3,23.2
  1039 Sonneberga (1924 TL),2.6815536,0.0592666,4.55529,2.522627,2.8404802,4.391247604,36.7,34.2
  1040 Klumpkea (1925 BD),3.110778801,0.1936470996,16.6938023,2.508385509,3.713172094,5.486708639,35,59.2
  1041 Asta (1925 FA),3.075720185,0.1403422473,13.90013907,2.644066702,3.507373667,5.394217286,57.27,7.554
  1042 Amazone (1925 HA),3.235117397,0.0925128072,20.68153284,2.935827605,3.534407189,5.818931836,73.64,540
  1043 Beate (1925 HB),3.093271877,0.04290611886,8.93270935,2.960551586,3.225992168,5.440456498,31.6,44.3
  1044 Teutonia (1924 RO),2.5775852,0.1428199,4.25873,2.2094547,2.9457157,4.138354933,15.2,3.153
  1048 Feodosia (1924 TP),2.732168479,0.1812917032,15.80437642,2.236849002,3.227487956,4.516161012,70.16,10.46
  1049 Gotho (1925 RB),3.095805481,0.1316587661,15.07797699,2.688215552,3.503395411,5.447142033,50.69,8.47
  1051 Merope (1925 SA),3.21867235,0.09629056787,23.44526207,2.908744561,3.528600138,5.774619273,67.21,27.2
  1054 Forsytia (1925 WD),2.921786271,0.1370232903,10.85087756,2.521433502,3.322139039,4.994371784,45.47,7.65
  1057 Wanda (1925 QB),2.894404769,0.2470860527,3.518612114,2.17923772,3.609571818,4.924329441,40.47,28.8
  1062 Ljuba (1925 TD),3.006570684,0.06664579832,5.601790453,2.80619538,3.206945987,5.213331364,55.1,33.8
  1063 Aquilegia (1925 XA),2.3135393,0.0406035,5.97498,2.2196015,2.4074771,3.519034514,17.75,5.792
  1064 Aethusa (1926 PA),2.5461581,0.1750193,9.49798,2.1005313,2.9917849,4.062901081,18.66,8.621
  1069 Planckia (1927 BC),3.12726112,0.1097350085,13.57026019,2.784091094,3.470431145,5.53037296,39.5,8.665
  1070 Tunica (1926 RB),3.2304991,0.0795279,16.96595,2.9735843,3.4874139,5.806475859,36.39,
  1071 Brita (1924 RE),2.800286189,0.1100730787,5.372769533,2.492050067,3.108522311,4.686102999,50.29,5.8169
  1072 Malva (1926 TA),3.161532848,0.2426020681,8.028528867,2.394538441,3.928527256,5.621532813,45.05,10.08
  1073 Gellivara (1923 OW),3.178451018,0.19445094,1.606859126,2.56039823,3.796503806,5.666716512,35.73,11.32
  1074 Beljawskya (1925 BE),3.1527382,0.1758323,0.80192,2.598385,3.7070914,5.598092356,47.82,6.284
  1075 Helina (1926 SC),3.011918407,0.1141389236,11.52255627,2.668141282,3.355695532,5.22724681,35.52,
  1076 Viola (1926 TE),2.4740102,0.145471,3.31928,2.1141135,2.8339069,3.891440868,22.63,7.336
  1079 Mimosa (1927 AD),2.8723819,0.0466124,1.17804,2.7384933,3.0062705,4.868234365,20.7,64.6
  1080 Orchis (1927 QB),2.420132766,0.2579599036,4.585919786,1.795835551,3.044429981,3.765017417,23.28,16.1
  1081 Reseda (1927 QF),3.0975357,0.1472104,4.20492,2.6415462,3.5535252,5.451709208,37.89,7.3002
  1082 Pirola (1927 UC),3.119938895,0.1813618448,1.852314779,2.554101021,3.685776768,5.510960963,43.01,15.8525
  1084 Tamariwa (1926 CC),2.691442651,0.1301804213,3.890487879,2.341069513,3.041815789,4.41556109,27.19,6.1961
  1085 Amaryllis (1927 QH),3.1821853,0.0463553,6.6286,3.0346741,3.3296965,5.676706171,69.95,18.2
  1086 Nata (1927 QL),3.1647947,0.0562594,8.34632,2.9867452,3.3428442,5.630234946,66.27,18.074
  1087 Arabis (1927 RD),3.012607218,0.0953974841,10.06334154,2.725212069,3.300002367,5.229040081,31.75,5.794
  1089 Tama (1927 WB),2.213689038,0.1272143364,3.727568892,1.932076056,2.49530202,3.293693055,12.92,16.44
  1091 Spiraea (1928 DT),3.421041319,0.06198494728,1.155853341,3.208988253,3.633094385,6.327697098,31.98,
  1092 Lilium (1924 PN),2.899750065,0.08314638026,5.388392357,2.658646344,3.140853787,4.937976885,46.17,24.6
  1093 Freda (1925 LA),3.129722329,0.2707871262,25.21260943,2.282233814,3.977210844,5.536902995,116.73,19.67
  1094 Siberia (1926 CB),2.545569446,0.1327170252,14.02580239,2.207729041,2.88340985,4.061492228,18.05,21.15
  1095 Tulipa (1926 GS),3.0239488,0.0246648,10.01586,2.9493637,3.0985339,5.258596615,31.52,2.78721
  1096 Reunerta (1928 OB),2.6015767,0.1913854,9.48641,2.1036729,3.0994805,4.196267352,45.83,13.036
  1097 Vicia (1928 PC),2.641292811,0.2944497093,1.533096174,1.863564911,3.419020711,4.29272459,21.08,26.5
  1098 Hakone (1928 RJ),2.6893904,0.1191021,13.36919,2.3690784,3.0097024,4.410511573,24.73,7.142
  1099 Figneria (1928 RQ),3.190119554,0.269131523,11.73793607,2.33155782,4.048681288,5.697950092,29.39,13.577
  1101 Clematis (1928 SJ),3.229742996,0.07797160379,21.42624559,2.977914755,3.481571237,5.804437642,37.86,34.3
  1102 Pepita (1928 VA),3.068630171,0.1141950939,15.7905976,2.718207661,3.419052682,5.375576274,39.27,5.1054
  1104 Syringa (1928 XA),2.63116754,0.3426136866,6.440636122,1.729693529,3.532641551,4.268064326,22.1,5.1547
  1105 Fragaria (1929 AB),3.011098528,0.1048959159,10.96605914,2.69524659,3.326950466,5.22511258,37.03,10.88
  1107 Lictoria (1929 FB),3.185334484,0.1264012937,7.074063659,2.782704084,3.587964883,5.685134805,79.17,8.5616
  1108 Demeter (1929 KA),2.4270465,0.2563379,24.933,1.8049025,3.0491905,3.781162477,25.61,9.7
  1109 Tata (1929 CU),3.2267714,0.1014825,4.13884,2.8993106,3.5542322,5.796428595,66.53,8.277
  1112 Polonia (1928 PE),3.01967433,0.1028891817,8.997820853,2.708982509,3.33036615,5.247450648,35.76,82.5
  1113 Katja (1928 QC),3.108530868,0.1434085395,13.284244,2.662740996,3.55432074,5.480762445,38.5,18.465
  1114 Lorraine (1928 WA),3.09472396,0.07320676484,10.74144207,2.868169231,3.321278689,5.444287838,62.2,33
  1115 Sabauda (1928 XC),3.103687936,0.1692875331,15.2665746,2.578272261,3.62910361,5.467959313,68.82,6.75
  1116 Catriona (1929 GD),2.921798174,0.2307523922,16.52612066,2.247586256,3.596010092,4.994402304,39.12,8.832
  1118 Hanskya (1927 QD),3.209612486,0.04840414469,13.98931126,3.054253939,3.364971033,5.75025499,77.2,15.61
  1119 Euboea (1927 UB),2.6131547,0.1541394,7.85947,2.2103646,3.0159448,4.224311125,31.49,11.41
  1122 Neith (1928 SB),2.6063672,0.2570596,4.73996,1.9363755,3.2763589,4.207863258,12.01,12.599
  1124 Stroobantia (1928 TB),2.926458413,0.03304880296,7.786425202,2.829742465,3.02317436,5.006356099,24.65,16.39
  1126 Otero (1929 AC),2.271965771,0.1467279399,6.503585097,1.938604914,2.605326628,3.42460809,11.96,3.64808
  1127 Mimi (1929 AJ),2.593615607,0.2651753378,14.75303634,1.905852712,3.281378501,4.177020613,46.84,12.749
  1128 Astrid (1929 EB),2.786627099,0.04670118423,1.014811444,2.656488313,2.916765884,4.651858399,34.69,10.228
  1129 Neujmina (1929 PH),3.023548864,0.07988290176,8.616736158,2.782019007,3.265078721,5.257553368,34.76,5.0844
  1135 Colchis (1929 TA),2.6677112,0.1148701,4.53737,2.3612709,2.9741515,4.357289461,50.64,23.47
  1136 Mercedes (1929 UA),2.564282623,0.2562225431,8.983498029,1.907255608,3.221309638,4.106360146,25.28,24.64
  1137 Raissa (1929 WB),2.425075477,0.09687678557,4.317417768,2.19014196,2.660008993,3.776557418,23.69,37
  1140 Crimea (1929 YC),2.771836706,0.1134342575,14.13779689,2.457415467,3.086257944,4.614872051,27.75,9.77
  1141 Bohmia (1930 AA),2.270431501,0.1650256896,4.276362845,1.895751977,2.645111026,3.421139695,9.5,
  1143 Odysseus (1930 BH),5.249144723,0.09108207276,3.137801351,4.771041742,5.727247705,12.02654893,125.64,10.111
  1144 Oda (1930 BJ),3.753149646,0.09570969513,9.739497096,3.393936838,4.112362454,7.271131914,57.59,14.4
  1145 Robelmonte (1929 CC),2.423803076,0.1197077358,6.207595471,2.133655098,2.713951054,3.773585554,23.25,9.01
  1146 Biarmia (1929 JF),3.044625073,0.2540434188,17.0641228,2.27115811,3.818092035,5.312622185,31.14,5.47
  1148 Rarahu (1929 NA),3.015945931,0.1124258554,10.84842069,2.67687563,3.355016232,5.237735091,33.23,6.5447
  1149 Volga (1929 PF),2.899205383,0.09350974643,11.75038448,2.628101423,3.170309344,4.936585644,55.57,27.5
  1152 Pawona (1930 AD),2.426862538,0.041106974,5.080625039,2.327101563,2.526623514,3.78073266,15.69,3.4154
  1154 Astronomia (1927 CB),3.3936215,0.0725661,4.55982,3.1473596,3.6398834,6.251774651,61.08,
  1155 Aenna (1928 BD),2.46347835,0.1638771428,6.592736749,2.059770557,2.867186143,3.866618523,11.64,
  1158 Luda (1929 QF),2.563558725,0.1137345688,14.83443514,2.271993479,2.855123971,4.104621429,19.06,6.863
  1159 Granada (1929 RD),2.37979284,0.05928781399,13.02875778,2.238700124,2.520885555,3.671275132,29.98,31
  1161 Thessalia (1929 SF),3.170815998,0.08672706812,9.375974427,2.895820423,3.445811573,5.646310583,30.37,
  1162 Larissa (1930 AC),3.9222718,0.1102254,1.88766,3.4899378,4.3546058,7.76809852,44.6,6.516
  1163 Saga (1930 BA),3.218066033,0.0479373066,9.025275759,3.063800615,3.372331452,5.772987663,29.11,9.365
  1165 Imprinetta (1930 HM),3.125657388,0.2129180287,12.80980684,2.460148579,3.791166198,5.526119351,48.82,7.9374
  1166 Sakuntala (1930 MA),2.538646905,0.2070425274,18.91182302,2.013039033,3.064254776,4.044935978,28.74,6.3
  1167 Dubiago (1930 PB),3.4077767,0.0761737,5.7234,3.1481937,3.6673597,6.290930702,63.12,14.3
  1168 Brandia (1930 QA),2.5535635,0.2173739,12.73325,1.9984854,3.1086416,4.080639177,10.61,11.444
  1170 Siva (1930 SQ),2.325191326,0.3003539207,22.18991552,1.626810995,3.023571657,3.545653106,10.37,5
  1171 Rusthawelia (1930 TA),3.1799987,0.1913102,3.07548,2.5716325,3.7883649,5.670855888,70.13,10.98
  1172 Aneas (1930 UA),5.212396931,0.1053515476,16.67526619,4.663262848,5.761531014,11.90047847,142.82,8.705
  1173 Anchises (1930 UB),5.304764884,0.1378554029,6.915000826,4.573474384,6.036055385,12.21820513,126.27,11.6
  1174 Marmara (1930 UC),3.023356297,0.1129578207,10.08928973,2.681844559,3.364868036,5.257051104,16.21,12
  1176 Lucidor (1930 VE),2.693020003,0.1415578053,6.64733487,2.311802002,3.074238004,4.419443348,30.65,4.0791
  1177 Gonnessia (1930 WA),3.349830692,0.03118787014,15.06907138,3.245356607,3.454304777,6.131157721,91.98,30.51
  1178 Irmela (1931 EC),2.6795528,0.1835854,6.94898,2.187626,3.1714796,4.38633387,19.09,11.989
  1180 Rita (1931 GE),3.9868006,0.1583388,7.1991,3.3555354,4.6180658,7.960584876,97,9.605
  1182 Ilona (1927 EA),2.2599054,0.1170859,9.38786,1.9953023,2.5245085,3.397375919,14.26,29.8
  1183 Jutta (1930 DC),2.3828443,0.1311192,2.80234,2.0704077,2.6952809,3.678338624,17.9,212.5
  1186 Turnera (1929 PL),3.021491843,0.1046036675,10.7381523,2.705432715,3.337550971,5.252188947,35.56,12.066
  1187 Afra (1929 XC),2.640916434,0.2214135491,10.71691357,2.056181753,3.225651114,4.291807071,31.83,14.0701
  1188 Gothlandia (1930 SB),2.190156899,0.1805098628,4.818563392,1.794811978,2.585501821,3.241313548,12.4,3.4916
  1189 Terentia (1930 SG),2.92901942,0.1163633137,9.867117639,2.588189014,3.269849825,5.012929293,55.88,19.308
  1190 Pelagia (1930 SL),2.431837716,0.1313666349,3.168651394,2.112375379,2.751300054,3.792364626,17.45,2.3661
  1191 Alfaterna (1931 CA),2.891468834,0.04951610512,18.47607263,2.748294559,3.034643109,4.916838863,42.09,3.664
  1194 Aletta (1931 JG),2.9114018,0.093843,10.8752,2.6381871,3.1846165,4.967769498,55.39,20.39
  1196 Sheba (1931 KE),2.653214104,0.1800317274,17.66866246,2.175551386,3.130876823,4.321819734,29.17,6.32
  1197 Rhodesia (1931 LD),2.8870104,0.2304439,12.98478,2.2217165,3.5523043,4.905471084,47.5,16.062
  1199 Geldonia (1931 RF),3.018052867,0.02730084723,8.790952988,2.935657466,3.100448267,5.243224661,31.25,28.3
  1200 Imperatrix (1931 RH),3.071136712,0.1047305671,4.596963791,2.749494823,3.392778602,5.382163996,39.52,17.769
  1201 Strenua (1931 RK),2.697400238,0.04123294173,7.006827324,2.586178491,2.808621985,4.430230161,34.86,14.775
  1202 Marina (1931 RL),3.991558809,0.1663261007,3.335714632,3.327658397,4.655459221,7.974840407,54.93,9.45
  1203 Nanna (1931 TA),2.888518975,0.2466793447,5.95906329,2.175981007,3.601056942,4.909316588,35.18,18.54
  1207 Ostenia (1931 VT),3.0230847,0.0856152,10.36109,2.7642627,3.2819067,5.256342712,22.93,9.073
  1208 Troilus (1931 YA),5.247135924,0.0931026776,33.55799848,4.75861352,5.735658328,12.01964591,103.34,56.17
  1210 Morosovia (1931 LB),3.010082797,0.05913598731,11.27096113,2.832078579,3.188087016,5.22246893,33.65,15.2616
  1211 Bressole (1931 XA),2.926954882,0.1608869135,12.76221293,2.456046145,3.397863619,5.007630134,38.24,31.812
  1212 Francette (1931 XC),3.952706586,0.1917109797,7.588900366,3.194929334,4.710483838,7.858688385,82.13,16
  1213 Algeria (1931 XD),3.137817073,0.1280788094,13.0798632,2.735929198,3.539704947,5.558397926,33.2,16
  1214 Richilde (1932 AA),2.7094402,0.1190311187,9.835078526,2.386932502,3.031947898,4.45992502,35.29,9.86
  1219 Britta (1932 CJ),2.212770656,0.1243016974,4.414774209,1.937719508,2.487821805,3.291643611,11.43,5.575
  1221 Amor (1932 EA1),1.918872952,0.4355437856,11.87906102,1.083119762,2.754626141,2.65813806,1,
