full_name,Semi-Major Axis (AU),Eccentricity,Inclination (deg),Perihelion Dist. (AU),Aphelion Dist. (AU),Period (Years),Diamter (km),Rotational Period (h)
   644 Cosima (1907 AA),2.599438122,0.1559643605,1.040785614,2.194018418,3.004857827,4.191094256,19.92,7.557
   645 Agrippina (1907 AG),3.211402661,0.1465434667,7.04411577,2.740792582,3.682012741,5.755066505,28,32.6
   648 Pippa (1907 AE),3.208888308,0.1943653025,9.800641309,2.585191761,3.832584855,5.748308973,68.27,9.263
   651 Antikleia (1907 AN),3.025494419,0.09915727552,10.76554126,2.725494635,3.325494202,5.262628779,33.04,20.299
   652 Jubilatrix (1907 AU),2.5549366,0.1253603,15.75601,2.234649,2.8752242,4.083931011,16.87,2.6627
   653 Berenike (1907 BK),3.016320325,0.03993518309,11.28738397,2.89586302,3.136777629,5.238710425,39.22,12.4886
   654 Zelinda (1908 BM),2.297195879,0.2310851389,18.12745227,1.76634805,2.828043708,3.481811417,127.4,31.735
   655 Briseis (1907 BF),2.988531625,0.08782168554,6.497184814,2.726073741,3.25098951,5.166482781,30.79,160.66
   656 Beagle (1908 BU),3.146624398,0.1357056486,0.5147492476,2.719609693,3.573639103,5.581816574,53.17,7.035
   657 Gunlod (1908 BV),2.612756184,0.112460732,10.22783512,2.318923711,2.906588657,4.223344698,42.52,15.6652
   658 Asteria (1908 BW),2.8538258,0.0640389,1.50518,2.6710699,3.0365817,4.821136183,22.95,21.034
   659 Nestor (1908 CS),5.1890366,0.1144442915,4.520850427,4.595180983,5.782892217,11.82056684,108.87,15.98
   660 Crescentia (1908 CC),2.532887152,0.1077931874,15.20462516,2.259859173,2.805915132,4.031177896,42.24,7.92
   661 Cloelia (1908 CL),3.015412886,0.03358799576,9.232484585,2.914131211,3.116694561,5.236346558,48.05,5.536
   662 Newtonia (1908 CW),2.553122812,0.2161651899,4.119600112,2.001226534,3.10501909,4.079582887,23.62,16.46
   663 Gerlinde (1908 DG),3.072051257,0.1471999338,17.83583656,2.619845515,3.524256999,5.384568282,100.88,10.251
   664 Judith (1908 DH),3.2113463,0.2261317,8.52914,2.4851591,3.9375335,5.754915025,72.68,10.9829
   665 Sabine (1908 DK),3.143613045,0.1705965394,14.74109042,2.607323539,3.679902552,5.573805705,51.09,4.294
   666 Desdemona (1908 DM),2.5935267,0.236609,7.58226,1.9798749,3.2071785,4.176805901,27.04,15.45
   667 Denise (1908 DN),3.1839369,0.1924006,25.39412,2.5713455,3.7965283,5.681393916,81.28,12.687
   668 Dora (1908 DO),2.796171562,0.2336915228,6.84080609,2.142729972,3.449613153,4.67577844,26.84,22.914
   669 Kypria (1908 DQ),3.0103468,0.0796667,10.78263,2.7705224,3.2501712,5.223155893,31.75,14.283
   670 Ottegebe (1908 DR),2.8035731,0.1937474,7.53191,2.2603881,3.3467581,4.694356008,34.07,10.045
   671 Carnegia (1908 DV),3.096407098,0.06892658676,8.022500591,2.882982326,3.30983187,5.448729948,58.72,
   673 Edda (1908 EA),2.8149848,0.0121641,2.87989,2.780743,2.8492266,4.723047259,37.53,14.92
   674 Rachele (1908 EP),2.921244786,0.1953986119,13.51324615,2.35043761,3.492051963,4.992983464,97.35,30.982
   675 Ludmilla (1908 DU),2.771628435,0.2011087558,9.784164296,2.214229689,3.329027181,4.614351931,76,7.717
   676 Melitta (1909 FN),3.060528169,0.1244214974,12.86360834,2.679732671,3.441323667,5.3543009,79.99,7.87
   677 Aaltje (1909 FR),2.954941105,0.05061207642,8.488342674,2.8053854,3.104496811,5.079622596,28.87,16.608
   678 Fredegundis (1909 FS),2.573042728,0.2188801824,6.083364026,2.009854666,3.13623079,4.127420335,41.8,11.61624
   679 Pax (1909 FY),2.584972864,0.3119794199,24.38865026,1.77851453,3.391431199,4.156159298,51.47,8.452
   680 Genoveva (1909 GW),3.155782513,0.2901084701,17.50404745,2.240263276,4.07130175,5.606202752,83.92,11.089
   683 Lanzia (1909 HC),3.116983077,0.05512684627,18.50632788,2.94515363,3.288812524,5.503131224,83.04,8.63
   685 Hermia (1909 HE),2.2358343,0.1960686,3.64874,1.7974574,2.6742112,3.34324062,10.95,50.44
   686 Gersuind (1909 HF),2.589192578,0.2687052491,15.67851538,1.893462941,3.284922215,4.166340232,41.13,6.3127
   688 Melanie (1909 HH),2.698674646,0.1385088848,10.24005483,2.324884231,3.072465062,4.433370179,41.4,18.87
   689 Zita (1909 HJ),2.314949459,0.2304445054,5.744765959,1.781482076,2.848416843,3.522252394,14.36,6.425
   690 Wratislavia (1909 HZ),3.14478654,0.1824940317,11.26679706,2.570881765,3.718691315,5.576927006,134.65,8.64
   691 Lehigh (1909 JG),3.011769868,0.1187912132,13.02740666,2.653998072,3.369541665,5.226860127,87.68,12.891
   692 Hippodamia (1901 HD),3.3848788,0.1708632,26.10675,2.8065276,3.96323,6.227630921,45.9,8.98
   693 Zerbinetta (1909 HN),2.942777937,0.03127353208,14.19571891,2.850746877,3.034808997,5.048291676,67.66,11.475
   694 Ekard (1909 JA),2.670480765,0.3243655581,15.84275355,1.804268781,3.536692749,4.364076787,90.78,5.925
   695 Bella (1909 JB),2.539940035,0.1599039938,13.8517891,2.133793479,2.946086591,4.048026973,48.18,14.222
   696 Leonora (1910 JJ),3.167322957,0.2519422583,13.03819548,2.369340458,3.965305455,5.636983001,75.76,26.8964
   697 Galilea (1910 JO),2.878800403,0.1569664898,15.14674865,2.426925209,3.330675597,4.884560965,80.14,16.538
   698 Ernestina (1910 JX),2.8689224,0.1087194,11.53008,2.5570149,3.1808299,4.859441989,27.03,5.0363
   700 Auravictrix (1910 KE),2.229534229,0.1035314633,6.79048707,1.998707287,2.46036117,3.32911976,15.44,6.075
   701 Oriola (1910 KN),3.013148994,0.03212277753,7.142418801,2.916358279,3.109939709,5.2304507,40.18,9.09
   702 Alauda (1910 KQ),3.193408445,0.02024778761,20.6106685,3.128748989,3.258067901,5.706763916,194.73,8.348
   704 Interamnia (1910 KU),3.063302027,0.1527271238,17.30572162,2.595452719,3.531151335,5.361581718,316.62,8.727
   705 Erminia (1910 KV),2.923158936,0.04867790121,25.04268011,2.780865694,3.065452178,4.997891756,134.22,53.96
   706 Hirundo (1910 KX),2.7287316,0.1947799,14.46792,2.1972295,3.2602337,4.507642314,29.22,22.027
   708 Raphaela (1911 LJ),2.670290602,0.08645043657,3.491025631,2.439442814,2.901138391,4.363610652,21.43,20.918
   709 Fringilla (1911 LK),2.91457203,0.1127493128,16.29242527,2.585956037,3.243188024,4.975885652,96.56,52.4
   710 Gertrud (1911 LM),3.127755101,0.1353770123,1.74998839,2.704328961,3.551181242,5.531683377,26.81,8.288
   712 Boliviana (1911 LO),2.575253369,0.186113506,12.76292676,2.095963935,3.054542802,4.132740613,127.57,11.732
   713 Luscinia (1911 LS),3.391547404,0.1652866179,10.35815523,2.830970004,3.952124803,6.246044005,105.52,8.28
   714 Ulula (1911 LW),2.535383259,0.05647564188,14.26731062,2.392195862,2.678570656,4.037138324,39.18,6.998
   715 Transvaalia (1911 LX),2.768560627,0.08384751791,13.80421092,2.53642369,3.000697564,4.606692881,28.55,11.8
   716 Berkeley (1911 MD),2.812707925,0.08442188967,8.480644913,2.575253807,3.050162043,4.717318044,21.28,15.55
   717 Wisibada (1911 MJ),3.1485156,0.2593321,1.64261,2.3320044,3.9650268,5.586849461,31.04,
   718 Erida (1911 MS),3.053254,0.2009098,6.92945,2.4398253,3.6666827,5.335223365,72.94,17.447
   720 Bohlinia (1911 MW),2.887892399,0.01637243667,2.356008182,2.840610563,2.935174234,4.907719285,33.73,8.919
   721 Tabora (1911 MZ),3.5659444,0.1135301,8.32692,3.1611024,3.9707864,6.733952586,76.07,7.982
   723 Hammonia (1911 NB),2.9946785,0.0543692,4.99399,2.8318602,3.1574968,5.182430972,35.68,5.436
   725 Amanda (1911 ND),2.57377015,0.2196125387,3.787068751,2.008537953,3.139002347,4.129170746,21.51,3.749
   726 Joella (1911 NM),2.566556174,0.284425735,15.41009051,1.836561548,3.296550801,4.111822546,44.02,13.04
   727 Nipponia (1912 NT),2.566863,0.1043895,15.0604,2.2989095,2.8348165,4.112559811,32.17,5.0687
   729 Watsonia (1912 OD),2.759202049,0.09608541832,18.04213053,2.494082966,3.024321132,4.583354594,49.15,25.23
   731 Sorga (1912 OQ),2.990935198,0.1362870358,10.70469908,2.583309505,3.39856089,5.172716868,41.78,8.184
   732 Tjilaki (1912 OR),2.456415913,0.04454029908,10.98802918,2.347006413,2.565825412,3.850002889,37.61,12.34
   733 Mocia (1912 PF),3.3963044,0.0620867,20.262,3.1854391,3.6071697,6.259189738,88.71,11.374
   734 Benda (1912 PH),3.1470472,0.0968084,5.79918,2.8423866,3.4517078,5.582941506,70.82,7.11
   735 Marghanna (1912 PY),2.726667062,0.3227991386,16.88716527,1.846501283,3.606832841,4.502527459,74.32,15.95
   736 Harvard (1912 PZ),2.202116082,0.1649812434,4.374108033,1.838808233,2.565423931,3.26789817,16.66,6.7
   737 Arequipa (1912 QB),2.594036789,0.2423672425,12.3481318,1.965327246,3.222746333,4.178038127,44.07,14.13
   738 Alagasta (1913 QO),3.040574877,0.05659725606,3.530763401,2.868486682,3.212663072,5.30202482,62.79,17.83
   739 Mandeville (1913 QR),2.737749247,0.142727085,20.65853705,2.346998278,3.128500217,4.530005242,107.53,11.931
   740 Cantabia (1913 QS),3.0532468,0.1126941,10.83762,2.7091639,3.3973297,5.335204593,90.9,64.453
   741 Botolphia (1913 QT),2.720006693,0.06979394584,8.414689009,2.530166693,2.909846692,4.486040201,29.64,23.93
   742 Edisona (1913 QU),3.009790243,0.119204218,11.22022914,2.651010551,3.368569935,5.22170758,45.6,18.52
   743 Eugenisis (1913 QV),2.79346776,0.05697424822,4.827790245,2.634312034,2.952623485,4.668998101,53.17,10.23
   744 Aguntina (1913 QW),3.1687479,0.1204342,7.7063,2.7871223,3.5503735,5.640787364,58.69,17.47
   746 Marlu (1913 QY),3.107771822,0.2394249924,17.50557869,2.363693577,3.851850067,5.478755116,69.75,7.787
   747 Winchester (1913 QZ),3.000903934,0.3407751778,18.1639605,1.978270362,4.023537506,5.198599271,171.71,9.4146
   748 Simeisa (1913 RD),3.960549868,0.1894939766,2.258840747,3.210049524,4.711050212,7.882090758,102.97,11.919
   750 Oskar (1913 RG),2.444954354,0.1284570282,3.951014606,2.130882784,2.759025924,3.823088359,20.57,6.2584
   751 Faina (1913 RK),2.5510677,0.1520502,15.61367,2.1631773,2.9389581,4.074658197,110.5,23.678
   752 Sulamitis (1913 RL),2.462123657,0.07361395649,5.959805897,2.280876994,2.643370321,3.86342952,62.77,27.367
   753 Tiflis (1913 RM),2.328633498,0.2222792027,10.09308543,1.811026701,2.846240295,3.553529402,23.59,9.85
   754 Malabar (1906 UT),2.987542398,0.04792594038,24.56091687,2.844361619,3.130723177,5.163917773,87.62,11.74
   755 Quintilla (1908 CZ),3.1788081,0.1424515,3.23497,2.7259821,3.6316341,5.667671268,36.04,4.552
   756 Lilliana (1908 DC),3.197195159,0.1478969041,20.34832255,2.724339893,3.670050424,5.716917464,71.5,7.834
   757 Portlandia (1908 EJ),2.373474403,0.1086722693,8.166486507,2.115543554,2.631405253,3.656663788,32.09,6.5837
   758 Mancunia (1912 PE),3.188032059,0.151927522,5.611021113,2.703682248,3.67238187,5.692358219,85.48,12.7253
   759 Vinifera (1913 SJ),2.617238571,0.2063011242,19.91025161,2.077299312,3.157177831,4.234217574,45.11,14.229
   760 Massinga (1913 SL),3.15197962,0.231202548,12.52933013,2.4232339,3.880725339,5.596072126,71.29,10.72
   762 Pulcova (1913 SQ),3.157066142,0.1025815021,13.08715822,2.833209555,3.480922729,5.609623623,137.08,5.839
   764 Gedania (1913 SU),3.191042389,0.1000206394,10.03360143,2.871872289,3.510212489,5.700422717,58.28,24.9751
   766 Moguntia (1913 SW),3.0191594,0.0944714,10.07909,2.7339352,3.3043836,5.246108548,31.28,4.8164
   767 Bondia (1913 SX),3.1252251,0.175144,2.42038,2.5778607,3.6725895,5.524972976,41.54,
   769 Tatjana (1913 TA),3.168284985,0.1852610206,7.369753427,2.581325275,3.755244695,5.639551423,106.44,35.08
   770 Bali (1913 TE),2.2212799,0.1509276,4.38596,1.8860275,2.5565323,3.310648972,16,5.9513
   771 Libera (1913 TO),2.651287818,0.248972655,14.94098405,1.991189651,3.311385985,4.317113997,29.38,5.892
   772 Tanete (1913 TR),2.999151275,0.09144195275,28.85876953,2.724903026,3.273399524,5.194045622,117.66,11.8
   773 Irmintraud (1913 TV),2.858121313,0.0811322758,16.68625356,2.626235427,3.0900072,4.832025195,95.88,6.7514
   774 Armor (1913 TW),3.046383123,0.1701493857,5.56147822,2.528042906,3.564723341,5.317224332,50.37,25.107
   775 Lumiere (1914 TX),3.0122444,0.0727097,9.28955,2.793225,3.2312638,5.228095487,33.59,6.103
   776 Berbericia (1914 TY),2.93186298,0.1621206647,18.2531182,2.456547405,3.407178556,5.020231067,151.17,7.668
   777 Gutemberga (1914 TZ),3.222865094,0.1075855932,12.9387253,2.876131241,3.569598947,5.78590625,65.57,12.88
   778 Theobalda (1914 UA),3.189218198,0.2498839802,13.68364362,2.392283661,3.986152735,5.695535362,64.06,11.659
   779 Nina (1914 UB),2.667505063,0.2239802304,14.57817132,2.070036664,3.264973462,4.356784519,76.62,11.186
   780 Armenia (1914 UC),3.112628914,0.09722431754,19.08563491,2.810005692,3.415252136,5.491604136,94.4,19.891
   781 Kartvelia (1914 UF),3.217285927,0.1152443776,19.15060257,2.846511813,3.588060041,5.770888604,66.02,19.06
   782 Montefiore (1914 UK),2.180271707,0.03875182031,5.260934422,2.095782209,2.264761204,3.219394004,11.88,4.0728
   783 Nora (1914 UL),2.344667661,0.2285424496,9.329850439,1.80881157,2.880523752,3.590295068,40.02,34.4
   784 Pickeringia (1914 UM),3.098050665,0.2416653216,12.28661426,2.349359255,3.846742076,5.453068787,89.42,13.17
   785 Zwetana (1914 UN),2.569062882,0.2099160323,12.76744757,2.029775395,3.108350368,4.117847926,48.54,8.8882
   786 Bredichina (1914 UO),3.1699877,0.1645793,14.55274,2.6482733,3.6917021,5.644098263,91.6,18.61
   787 Moskva (1914 UQ),2.5394705,0.1287562,14.83811,2.2124979,2.8664431,4.046904588,27.51,6.056
   788 Hohensteina (1914 UR),3.12476277,0.132036359,14.33648817,2.712180471,3.537345069,5.523747012,103.68,37.176
   790 Pretoria (1912 NW),3.409347781,0.1508677441,20.52826925,2.894987172,3.92370839,6.295281572,170.37,10.37
   791 Ani (1914 UV),3.12041719,0.1969678445,16.3854256,2.505795342,3.735039038,5.51222828,103.52,16.72
   792 Metcalfia (1907 ZC),2.622393558,0.129892358,8.616884537,2.281764675,2.96302244,4.246733482,60.73,9.17
   793 Arizona (1907 ZD),2.7964643,0.1243797,15.78764,2.4486409,3.1442877,4.676512592,28.95,7.399
   794 Irenaea (1914 VB),3.128700223,0.296069621,5.418336915,2.202387134,4.055013313,5.53419085,35.8,9.14
   795 Fini (1914 VE),2.749098972,0.1018270662,19.05845707,2.469166289,3.029031655,4.558204079,74.66,9.292
   796 Sarita (1914 VH),2.636694077,0.3183464113,19.04132956,1.79731198,3.476076174,4.281518428,44.96,8.1755
   798 Ruth (1914 VT),3.0126699,0.0390509,9.22892,2.8950224,3.1303174,5.229203321,43.19,8.55
   799 Gudula (1915 WO),2.541925844,0.02167539966,5.28116664,2.486828585,2.597023103,4.052775222,43.63,14.814
   801 Helwerthia (1915 WQ),2.605036621,0.07764820915,14.12130733,2.402760193,2.807313049,4.204641297,33.23,23.93
   803 Picka (1915 WS),3.197252263,0.06489401169,8.674128512,2.989769737,3.404734788,5.717070626,46.5,5.0742
   804 Hispania (1915 WT),2.838419191,0.1383037397,15.36342624,2.445855202,3.23098318,4.782147903,157.58,14.845
   805 Hormuthia (1915 WW),3.193277726,0.1870725134,15.72668731,2.595903236,3.790652217,5.706413519,66.94,9.51
   806 Gyldenia (1915 WX),3.209426783,0.0747184787,14.24036971,2.969623296,3.44923027,5.749755947,62.63,14.45
   807 Ceraskia (1915 WY),3.019376676,0.06753144027,11.30544535,2.81547382,3.223279531,5.246674794,26.24,7.4
   808 Merxia (1901 GY),2.746127032,0.1265800519,4.723234519,2.39852213,3.093731934,4.550814541,32.49,30.631
   813 Baumeia (1915 YR),2.222866472,0.02624370098,6.296254175,2.164530229,2.281202715,3.314196584,13.5,10.544
   814 Tauris (1916 YT),3.151661799,0.3088477015,21.82705135,2.178278297,4.125045302,5.595225753,109.56,35.8
   815 Coppelia (1916 YU),2.659214906,0.07497384508,13.86126526,2.459843339,2.858586472,4.336490077,21.1,4.421
   816 Juliana (1916 YV),3.0004554,0.1103046,14.32903,2.6694914,3.3314194,5.197433853,59.85,10.58
   817 Annika (1916 YW),2.590577775,0.1787945829,11.33827508,2.127396502,3.053759047,4.169684115,22.05,10.56
   818 Kapteynia (1916 YZ),3.16810796,0.09544655505,15.66679341,2.865722969,3.470492951,5.639078772,49.45,16.35
   820 Adriana (1916 ZB),3.127947023,0.05040842911,5.938339735,2.970272127,3.285621918,5.532192526,58.65,
   823 Sisigambis (1916 ZG),2.221567259,0.08976076139,3.646577902,2.02215769,2.420976827,3.311291403,16.63,146
   824 Anastasia (1916 ZH),2.794762569,0.1356791665,8.121242161,2.415571513,3.173953625,4.672244692,34.14,250
   825 Tanina (1916 ZL),2.226018828,0.07529332881,3.400220986,2.058414461,2.393623196,3.32124912,11.02,6.94
   826 Henrika (1916 ZO),2.71644563,0.2037598133,7.108016548,2.162943175,3.269948084,4.477233325,19.28,5.9846
   828 Lindemannia (1916 ZX),3.189061649,0.03245533166,1.132040875,3.085559596,3.292563703,5.695116002,53.39,
   829 Academia (1916 ZY),2.580139932,0.1004405481,8.282370794,2.320989264,2.839290601,4.144509054,43.76,7.891
   830 Petropolitana (1916 ZZ),3.213051512,0.06181323354,3.815967814,3.014442409,3.411660616,5.759499365,41.22,39
   834 Burnhamia (1916 AD),3.173863647,0.208898262,3.954856478,2.510849048,3.836878247,5.654453017,66.65,13.875
   835 Olivia (1916 AE),3.219885647,0.09074441309,3.706022129,2.927699014,3.51207228,5.777884746,35.65,
   838 Seraphina (1916 AH),2.89742504,0.1350704408,10.4165273,2.506068562,3.288781517,4.932039155,59.81,15.67
   839 Valborg (1916 AJ),2.614468653,0.1531648882,12.60748913,2.214023854,3.014913451,4.227497513,20.39,10.366
   842 Kerstin (1916 AM),3.2353527,0.1224534,14.54729,2.8391728,3.6315326,5.819566503,39.16,
   845 Naema (1916 AS),2.941847569,0.06773636485,12.61221883,2.742577509,3.14111763,5.045897818,54.36,20.892
   846 Lipperta (1916 AT),3.12578052,0.1833204509,0.2641043808,2.552761026,3.698800014,5.526445897,52.41,1641
   847 Agnia (1915 XX),2.7821146,0.0931114,2.48494,2.523068,3.0411612,4.640563581,28.04,14.827
   849 Ara (1912 NY),3.146507658,0.1989840708,19.52880935,2.520402756,3.772612561,5.581505949,61.82,4.116
   850 Altona (1916 S24),3.0072662,0.1243065,15.50483,2.6334435,3.3810889,5.215140411,80.9,11.197
   851 Zeissia (1916 S26),2.228665889,0.08959035598,2.391345857,2.028998919,2.42833286,3.327175056,12.26,9.34
   852 Wladilena (1916 S27),2.361982088,0.2747343356,23.01783245,1.713064508,3.010899668,3.630137723,23.01,4.6134
   853 Nansenia (1916 S28),2.3131518,0.1055225,9.21438,2.0690622,2.5572414,3.518150468,27,7.931
   857 Glasenappia (1916 S33),2.189980395,0.089081235,5.301370461,1.994894237,2.385066554,3.240921731,15.03,8.23
   858 El Djezair (1916 a),2.8150292,0.101037,8.87887,2.5306071,3.0994513,4.72315884,23.51,22.31
   859 Bouzareah (1916 c),3.228693482,0.1060748122,13.50869166,2.886210427,3.571176536,5.801608619,73.97,23.2
   860 Ursina (1917 BD),2.795940297,0.106697231,13.32084622,2.497621209,3.094259385,4.675198366,29.32,9.386
   861 Aida (1917 BE),3.139386958,0.1027026228,8.049123198,2.816963683,3.461810232,5.562569841,66.85,10.95
   862 Franzia (1917 BF),2.804311965,0.07996091948,13.89834747,2.580076602,3.028547328,4.696211955,27.26,7.52
   863 Benkoela (1917 BH),3.2021792,0.0334035,25.39709,3.0952152,3.3091432,5.730290752,27.06,7.03
   865 Zubaida (1917 BO),2.416865766,0.194142161,13.33851614,1.947650223,2.886081308,3.757396248,17.77,11.3533
   866 Fatme (1917 BQ),3.125193767,0.05591041217,8.648970055,2.950462895,3.299924639,5.524889883,88.31,20.03
   867 Kovacia (1917 BS),3.0663651,0.1298509,5.97678,2.6681948,3.4645354,5.369625517,24.04,8.6772
   868 Lova (1917 BU),2.703594372,0.148697231,5.83603993,2.301577376,3.105611369,4.445498857,52.47,41.3
   869 Mellena (1917 BV),2.690880964,0.2188832524,7.83354119,2.101892187,3.279869741,4.414178914,18.52,6.5155
   872 Holda (1917 BZ),2.731086229,0.08019109863,7.368557613,2.512077424,2.950095034,4.513477907,30.04,5.945
   873 Mechthild (1917 CA),2.6295676,0.1485007,5.2623,2.239075,3.0200602,4.264172103,29.04,10.6
   874 Rotraut (1917 CC),3.154734055,0.07852898973,11.14384845,2.906995977,3.402472133,5.603409127,56.47,14.586
   875 Nymphe (1917 CF),2.5552969,0.1498449,14.5682,2.1723987,2.9381951,4.084794878,13.75,12.618
   876 Scott (1917 CH),3.0124186,0.1094041,11.33033,2.6828477,3.3419895,5.228548937,21.88,14
   877 Walkure (1915 S7),2.487133108,0.1590548309,4.256032914,2.091542572,2.882723644,3.922443942,38.41,17.424
   882 Swetlana (1917 CM),3.1297758,0.2654216,6.12583,2.2990657,3.9604859,5.537044957,43.55,20
   885 Ulrike (1917 CX),3.092154672,0.1879415441,3.304393882,2.511010348,3.673298995,5.437509348,33.43,4.9
   886 Washingtonia (1917 b),3.1764177,0.2637693,16.83956,2.3385762,4.0142592,5.661279902,90.56,9.001
   887 Alinda (1918 DB),2.477912802,0.567667447,9.359224422,1.071282368,3.884543237,3.900652228,4.2,73.97
   888 Parysatis (1918 DC),2.710546125,0.192352929,13.84567234,2.189164638,3.231927611,4.462655941,44.65,5.9314
   890 Waltraut (1918 DK),3.021623698,0.05876737327,10.87129514,2.84405081,3.199196586,5.252532753,27.33,12.581
   891 Gunhild (1918 DQ),2.861799837,0.03054365967,13.55537198,2.774389997,2.949209677,4.841356728,51.95,7.93
   892 Seeligeria (1918 DR),3.228041635,0.1009238809,21.31619623,2.902255146,3.553828125,5.799851763,76.02,41.4
   893 Leopoldina (1918 DS),3.048505152,0.150561951,17.02118117,2.589516269,3.507494036,5.322781054,76.14,14.115
   894 Erda (1918 DT),3.1153579,0.1140051,12.69861,2.7601912,3.4705246,5.498827811,36.54,4.6897
   895 Helio (1918 DU),3.200971453,0.1466753688,26.08678874,2.731467785,3.670475121,5.727049065,141.9,9.3959
   896 Sphinx (1918 DV),2.2869988,0.1628072,8.19049,1.9146589,2.6593387,3.458653848,13.07,26.27
   897 Lysistrata (1918 DZ),2.54388,0.0931395,14.33347,2.3069443,2.7808157,4.05744943,21.91,11.26
   899 Jokaste (1918 EB),2.9081947,0.1971092,12.47584,2.3349628,3.4814266,4.959563144,27.69,6.245
   900 Rosalinde (1918 EC),2.4756077,0.1615878,11.55354,2.0755797,2.8756357,3.895210423,18.78,16.5
   903 Nealley (1918 EM),3.242837663,0.04144780751,11.74552759,3.108429152,3.377246175,5.83977366,63.43,21.6
   904 Rockefellia (1918 EO),2.992196333,0.08955659521,15.16309414,2.724225417,3.260167249,5.175988847,58.75,4.93
   905 Universitas (1918 ES),2.2162497,0.1529033,5.32404,1.8773778,2.5551216,3.299409672,21.33,14.238
   907 Rhoda (1918 EU),2.800202536,0.1610160768,19.56277113,2.349324909,3.251080162,4.685893017,62.73,22.44
   908 Buda (1918 EX),2.472801815,0.1468966211,13.40866846,2.109555584,2.836048046,3.888590121,24.37,14.572
   909 Ulla (1919 FA),3.542348625,0.09110098979,18.79320838,3.219637159,3.865060091,6.667225638,116.44,8.73
   910 Anneliese (1919 FB),2.9332678,0.1520618,9.22661,2.4872298,3.3793058,5.023839836,47.07,
   911 Agamemnon (1919 FD),5.268437858,0.06742641433,21.77123848,4.913205984,5.623669732,12.09291486,166.66,6.592
   912 Maritima (1919 FJ),3.133242586,0.1756756305,18.3464408,2.58280822,3.683676953,5.546247339,83.17,1332
   914 Palisana (1919 FN),2.460250681,0.2129624288,25.22004273,1.936309721,2.984191642,3.859021902,76.61,15.922
   916 America (1915 S1),2.365340908,0.2356302505,11.09288328,1.807995038,2.922686779,3.637883748,33.23,38
   917 Lyka (1915 S4),2.38044029,0.2017429896,5.134570652,1.900203149,2.86067743,3.672773452,28.1,7.92
   918 Itha (1919 FR),2.866951259,0.1881515283,12.05687181,2.327529998,3.40637252,4.854434736,20.44,3.47393
   919 Ilsebill (1918 EQ),2.772020048,0.08514143157,8.159276741,2.536006293,3.008033803,4.615329933,27.65,5.0325
   920 Rogeria (1919 FT),2.6210874,0.1063695,11.57921,2.3422836,2.8998912,4.243561187,23.89,8.09
   921 Jovita (1919 FV),3.170398767,0.1825256067,16.3343096,2.591719808,3.749077725,5.645196165,58.48,15.64
   923 Herluga (1919 GB),2.6151442,0.1968136,14.47515,2.1004483,3.1298401,4.229136011,32.47,19.746
   924 Toni (1919 GC),2.936936117,0.1575973763,8.994113517,2.474082691,3.399789544,5.033266807,85.49,21.1
   925 Alphonsina (1920 GM),2.700899525,0.07917370289,21.07668663,2.487059309,2.914739742,4.43885384,54.34,7.88
   926 Imhilde (1920 GN),2.981996996,0.1806925879,16.33063744,2.443172242,3.52082175,5.149546743,48.48,26.8
   927 Ratisbona (1920 GO),3.223557119,0.08559598828,14.58402752,2.947633562,3.499480676,5.787769905,67.57,12.994
   928 Hildrun (1920 GP),3.1329005,0.1507942,17.64442,2.6604773,3.6053237,5.545339017,66.49,14.13
   930 Westphalia (1920 GS),2.4317062,0.1422198,15.31623,2.0858694,2.777543,3.792057089,36.48,
   931 Whittemora (1920 GU),3.177084067,0.2268449372,11.47354294,2.456378631,3.897789502,5.663061293,45.27,19.2
   933 Susi (1927 CH),2.3675001,0.1659839,5.53795,1.9745332,2.760467,3.642866134,21.82,4.6222
   934 Thuringia (1920 HK),2.747117547,0.2192994986,14.0725725,2.144676046,3.349559048,4.553276949,53.35,8.166
   935 Clivia (1920 HM),2.2185966,0.1459605,4.02413,1.8947691,2.5424241,3.304651815,7.87,3.6222
   936 Kunigunde (1920 HN),3.130795898,0.1777617779,2.369434782,2.574260053,3.687331743,5.539752173,39.56,8.8
   938 Chlosinde (1920 HQ),3.147826097,0.1953121121,2.669346537,2.533017533,3.76263466,5.58501443,26.79,19.204
   940 Kordula (1920 HT),3.3582892,0.1769113,6.21507,2.7641699,3.9524085,6.15439491,87.21,15.57
   943 Begonia (1920 HX),3.118492643,0.2117423814,12.10963952,2.458175584,3.778809701,5.507129487,69.21,15.66
   944 Hidalgo (1920 HZ),5.737011466,0.6617809113,42.54308611,1.94036679,9.533656142,13.74158343,38,10.063
   945 Barcelona (1921 JB),2.635474219,0.1630869769,32.89665339,2.205662696,3.065285742,4.278547526,25.47,7.36
   946 Poesia (1921 JC),3.1157878,0.1434808,1.43256,2.6687321,3.5628435,5.499966203,43.75,108.5
   947 Monterosa (1921 JD),2.750776026,0.2506003377,6.709346619,2.061430625,3.440121427,4.56237573,26.9,5.164
   949 Hel (1921 JK),3.0043223,0.1951377,10.67854,2.4180658,3.5905788,5.207484309,69.17,10.862
   950 Ahrensa (1921 JP),2.372383436,0.1580607727,23.46837746,1.997402677,2.747364195,3.654142899,15.03,202
   951 Gaspra (1916 S45),2.209247908,0.1737774464,4.103113375,1.825330448,2.593165367,3.283786255,12.2,7.042
